Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,FETCH_SIZE,WRITE_SIZE,TCP_TOTAL_CACHE_ACCESSES_sum,TCP_TCC_READ_REQ_sum,TCP_TCC_WRITE_REQ_sum
0,"initialize_polynomial_kernel",8,0,0,12705,12705,207667200,256,0,0,44,4,48,64,0x0,0x7f5bfc05d680,9.1250000000,604304.0312500000,19468800.0000000000,0.0000000000,12168000.0000000000
1,"initialize_polynomial_kernel",8,0,1,12705,12705,207667200,256,0,0,44,4,48,64,0x0,0x7f5bfc05d680,2.7500000000,608400.0625000000,19468800.0000000000,0.0000000000,12168000.0000000000
2,"__amd_rocclr_fillBufferAligned.kd",8,0,2,12705,12705,77875200,256,0,0,8,0,32,64,0x0,0x7f5bfc025780,0.6250000000,608406.7187500000,29203200.0000000000,0.0000000000,10951200.0000000000
3,"__amd_rocclr_fillBufferAligned.kd",8,0,4,12705,12705,77875200,256,0,0,8,0,32,64,0x0,0x7f5bfc025780,3.0000000000,604309.5625000000,29203200.0000000000,0.0000000000,10951200.0000000000
4,"__amd_rocclr_fillBufferAligned.kd",8,0,9,12705,12705,77875200,256,0,0,8,0,32,64,0x0,0x7f5bfc025780,2.8750000000,604310.0937500000,29203200.0000000000,0.0000000000,10951200.0000000000
5,"compute_fd_x_kernel",8,0,12,12705,12705,134217728,256,0,0,16,0,32,64,0x0,0x7f5bfc05d6c0,557066.7500000000,522193.2500000000,142606336.0000000000,9437301.0000000000,8388608.0000000000
6,"compute_fd_x_kernel",8,0,15,12705,12705,134217728,256,0,0,16,0,32,64,0x0,0x7f5bfc05d6c0,557066.3125000000,522191.0000000000,142606336.0000000000,9437367.0000000000,8388608.0000000000
7,"compute_fd_x_kernel",8,0,18,12705,12705,134217728,256,0,0,16,0,32,64,0x0,0x7f5bfc05d6c0,557066.4375000000,522187.5000000000,142606336.0000000000,9437291.0000000000,8388608.0000000000
8,"compute_fd_x_kernel",8,0,21,12705,12705,134217728,256,0,0,16,0,32,64,0x0,0x7f5bfc05d6c0,557066.3125000000,522187.8750000000,142606336.0000000000,9437391.0000000000,8388608.0000000000
9,"compute_fd_x_kernel",8,0,24,12705,12705,134217728,256,0,0,16,0,32,64,0x0,0x7f5bfc05d6c0,557066.1875000000,522186.2500000000,142606336.0000000000,9437291.0000000000,8388608.0000000000
10,"compute_fd_x_kernel",8,0,27,12705,12705,134217728,256,0,0,16,0,32,64,0x0,0x7f5bfc05d6c0,557066.4375000000,522190.5000000000,142606336.0000000000,9437376.0000000000,8388608.0000000000
11,"compute_fd_x_kernel",8,0,30,12705,12705,134217728,256,0,0,16,0,32,64,0x0,0x7f5bfc05d6c0,557066.6875000000,522193.5000000000,142606336.0000000000,9437289.0000000000,8388608.0000000000
12,"compute_fd_x_kernel",8,0,33,12705,12705,134217728,256,0,0,16,0,32,64,0x0,0x7f5bfc05d6c0,557066.3125000000,522187.5000000000,142606336.0000000000,9437375.0000000000,8388608.0000000000
13,"compute_fd_x_kernel",8,0,36,12705,12705,134217728,256,0,0,16,0,32,64,0x0,0x7f5bfc05d6c0,557066.3125000000,522188.6250000000,142606336.0000000000,9437292.0000000000,8388608.0000000000
14,"compute_fd_x_kernel",8,0,39,12705,12705,134217728,256,0,0,16,0,32,64,0x0,0x7f5bfc05d6c0,557066.4375000000,522187.7500000000,142606336.0000000000,9437380.0000000000,8388608.0000000000
15,"compute_fd_x_kernel",8,0,42,12705,12705,134217728,256,0,0,16,0,32,64,0x0,0x7f5bfc05d6c0,557066.4375000000,522185.0000000000,142606336.0000000000,9437294.0000000000,8388608.0000000000
16,"compute_fd_x_kernel",8,0,45,12705,12705,134217728,256,0,0,16,0,32,64,0x0,0x7f5bfc05d6c0,557066.3750000000,522190.7500000000,142606336.0000000000,9437379.0000000000,8388608.0000000000
17,"compute_fd_x_kernel",8,0,48,12705,12705,134217728,256,0,0,16,0,32,64,0x0,0x7f5bfc05d6c0,557066.5000000000,522191.8750000000,142606336.0000000000,9437290.0000000000,8388608.0000000000
18,"compute_fd_x_kernel",8,0,51,12705,12705,134217728,256,0,0,16,0,32,64,0x0,0x7f5bfc05d6c0,557066.6250000000,522180.0000000000,142606336.0000000000,9437383.0000000000,8388608.0000000000
19,"compute_fd_x_kernel",8,0,54,12705,12705,134217728,256,0,0,16,0,32,64,0x0,0x7f5bfc05d6c0,557066.1875000000,522187.3750000000,142606336.0000000000,9437291.0000000000,8388608.0000000000
20,"compute_fd_x_kernel",8,0,57,12705,12705,134217728,256,0,0,16,0,32,64,0x0,0x7f5bfc05d6c0,557066.2500000000,522188.5000000000,142606336.0000000000,9437368.0000000000,8388608.0000000000
21,"compute_fd_x_kernel",8,0,60,12705,12705,134217728,256,0,0,16,0,32,64,0x0,0x7f5bfc05d6c0,557066.3125000000,522191.5000000000,142606336.0000000000,9437296.0000000000,8388608.0000000000
22,"compute_fd_x_kernel",8,0,63,12705,12705,134217728,256,0,0,16,0,32,64,0x0,0x7f5bfc05d6c0,557066.3125000000,522187.6250000000,142606336.0000000000,9437380.0000000000,8388608.0000000000
23,"compute_fd_x_kernel",8,0,66,12705,12705,134217728,256,0,0,16,0,32,64,0x0,0x7f5bfc05d6c0,557066.2500000000,522186.2500000000,142606336.0000000000,9437291.0000000000,8388608.0000000000
24,"compute_fd_x_kernel",8,0,69,12705,12705,134217728,256,0,0,16,0,32,64,0x0,0x7f5bfc05d6c0,557066.1875000000,522190.8750000000,142606336.0000000000,9437375.0000000000,8388608.0000000000
25,"compute_fd_x_kernel",8,0,72,12705,12705,134217728,256,0,0,16,0,32,64,0x0,0x7f5bfc05d6c0,557066.4375000000,522190.2500000000,142606336.0000000000,9437290.0000000000,8388608.0000000000
26,"compute_fd_x_kernel",8,0,75,12705,12705,134217728,256,0,0,16,0,32,64,0x0,0x7f5bfc05d6c0,557066.2500000000,522190.8750000000,142606336.0000000000,9437377.0000000000,8388608.0000000000
27,"compute_fd_x_kernel",8,0,78,12705,12705,134217728,256,0,0,16,0,32,64,0x0,0x7f5bfc05d6c0,557066.6875000000,522188.8750000000,142606336.0000000000,9437289.0000000000,8388608.0000000000
28,"compute_fd_x_kernel",8,0,81,12705,12705,134217728,256,0,0,16,0,32,64,0x0,0x7f5bfc05d6c0,557066.4375000000,522184.7500000000,142606336.0000000000,9437372.0000000000,8388608.0000000000
29,"compute_fd_x_kernel",8,0,84,12705,12705,134217728,256,0,0,16,0,32,64,0x0,0x7f5bfc05d6c0,557066.1875000000,522185.6250000000,142606336.0000000000,9437289.0000000000,8388608.0000000000
30,"compute_fd_x_kernel",8,0,87,12705,12705,134217728,256,0,0,16,0,32,64,0x0,0x7f5bfc05d6c0,557066.3125000000,522184.8750000000,142606336.0000000000,9437378.0000000000,8388608.0000000000
31,"compute_fd_x_kernel",8,0,90,12705,12705,134217728,256,0,0,16,0,32,64,0x0,0x7f5bfc05d6c0,557066.8125000000,522189.7500000000,142606336.0000000000,9437297.0000000000,8388608.0000000000
32,"compute_fd_x_kernel",8,0,93,12705,12705,134217728,256,0,0,16,0,32,64,0x0,0x7f5bfc05d6c0,557066.3125000000,522183.7500000000,142606336.0000000000,9437381.0000000000,8388608.0000000000
33,"compute_fd_x_kernel",8,0,96,12705,12705,134217728,256,0,0,16,0,32,64,0x0,0x7f5bfc05d6c0,557066.2500000000,522196.7500000000,142606336.0000000000,9437290.0000000000,8388608.0000000000
34,"compute_fd_x_kernel",8,0,99,12705,12705,134217728,256,0,0,16,0,32,64,0x0,0x7f5bfc05d6c0,557066.3750000000,522188.5000000000,142606336.0000000000,9437373.0000000000,8388608.0000000000
35,"compute_fd_x_kernel",8,0,102,12705,12705,134217728,256,0,0,16,0,32,64,0x0,0x7f5bfc05d6c0,557066.1875000000,522193.2500000000,142606336.0000000000,9437289.0000000000,8388608.0000000000
36,"compute_fd_x_kernel",8,0,105,12705,12705,134217728,256,0,0,16,0,32,64,0x0,0x7f5bfc05d6c0,557066.1250000000,522189.1250000000,142606336.0000000000,9437378.0000000000,8388608.0000000000
37,"compute_fd_x_kernel",8,0,108,12705,12705,134217728,256,0,0,16,0,32,64,0x0,0x7f5bfc05d6c0,557066.3750000000,522192.2500000000,142606336.0000000000,9437290.0000000000,8388608.0000000000
38,"compute_fd_x_kernel",8,0,111,12705,12705,134217728,256,0,0,16,0,32,64,0x0,0x7f5bfc05d6c0,557066.4375000000,522188.3750000000,142606336.0000000000,9437388.0000000000,8388608.0000000000
39,"compute_fd_x_kernel",8,0,114,12705,12705,134217728,256,0,0,16,0,32,64,0x0,0x7f5bfc05d6c0,557066.2500000000,522189.3750000000,142606336.0000000000,9437293.0000000000,8388608.0000000000
40,"compute_fd_x_kernel",8,0,117,12705,12705,134217728,256,0,0,16,0,32,64,0x0,0x7f5bfc05d6c0,557066.0625000000,522186.1250000000,142606336.0000000000,9437382.0000000000,8388608.0000000000
41,"compute_fd_x_kernel",8,0,120,12705,12705,134217728,256,0,0,16,0,32,64,0x0,0x7f5bfc05d6c0,557066.5000000000,522192.5000000000,142606336.0000000000,9437290.0000000000,8388608.0000000000
42,"compute_fd_x_kernel",8,0,123,12705,12705,134217728,256,0,0,16,0,32,64,0x0,0x7f5bfc05d6c0,557066.3750000000,522193.1250000000,142606336.0000000000,9437380.0000000000,8388608.0000000000
43,"compute_fd_x_kernel",8,0,126,12705,12705,134217728,256,0,0,16,0,32,64,0x0,0x7f5bfc05d6c0,557066.3750000000,522186.3750000000,142606336.0000000000,9437288.0000000000,8388608.0000000000
44,"compute_fd_x_kernel",8,0,129,12705,12705,134217728,256,0,0,16,0,32,64,0x0,0x7f5bfc05d6c0,557066.6250000000,522190.1250000000,142606336.0000000000,9437375.0000000000,8388608.0000000000
45,"compute_fd_x_kernel",8,0,132,12705,12705,134217728,256,0,0,16,0,32,64,0x0,0x7f5bfc05d6c0,557066.2500000000,522192.1250000000,142606336.0000000000,9437289.0000000000,8388608.0000000000
46,"compute_fd_x_kernel",8,0,135,12705,12705,134217728,256,0,0,16,0,32,64,0x0,0x7f5bfc05d6c0,557066.1875000000,522187.5000000000,142606336.0000000000,9437375.0000000000,8388608.0000000000
47,"compute_fd_x_kernel",8,0,138,12705,12705,134217728,256,0,0,16,0,32,64,0x0,0x7f5bfc05d6c0,557066.2500000000,522187.1250000000,142606336.0000000000,9437288.0000000000,8388608.0000000000
48,"compute_fd_x_kernel",8,0,141,12705,12705,134217728,256,0,0,16,0,32,64,0x0,0x7f5bfc05d6c0,557066.2500000000,522188.2500000000,142606336.0000000000,9437380.0000000000,8388608.0000000000
49,"compute_fd_x_kernel",8,0,144,12705,12705,134217728,256,0,0,16,0,32,64,0x0,0x7f5bfc05d6c0,557066.4375000000,522185.6250000000,142606336.0000000000,9437294.0000000000,8388608.0000000000
50,"compute_fd_x_kernel",8,0,147,12705,12705,134217728,256,0,0,16,0,32,64,0x0,0x7f5bfc05d6c0,557066.2500000000,522185.7500000000,142606336.0000000000,9437374.0000000000,8388608.0000000000
51,"compute_fd_x_kernel",8,0,150,12705,12705,134217728,256,0,0,16,0,32,64,0x0,0x7f5bfc05d6c0,557066.2500000000,522185.6250000000,142606336.0000000000,9437288.0000000000,8388608.0000000000
52,"compute_fd_x_kernel",8,0,153,12705,12705,134217728,256,0,0,16,0,32,64,0x0,0x7f5bfc05d6c0,557066.4375000000,522194.1250000000,142606336.0000000000,9437380.0000000000,8388608.0000000000
53,"compute_fd_x_kernel",8,0,156,12705,12705,134217728,256,0,0,16,0,32,64,0x0,0x7f5bfc05d6c0,557066.2500000000,522188.5000000000,142606336.0000000000,9437290.0000000000,8388608.0000000000
54,"compute_fd_x_kernel",8,0,159,12705,12705,134217728,256,0,0,16,0,32,64,0x0,0x7f5bfc05d6c0,557066.3750000000,522190.6250000000,142606336.0000000000,9437379.0000000000,8388608.0000000000
55,"compute_fd_x_kernel",8,0,162,12705,12705,134217728,256,0,0,16,0,32,64,0x0,0x7f5bfc05d6c0,557066.4375000000,522187.6250000000,142606336.0000000000,9437293.0000000000,8388608.0000000000
56,"compute_fd_x_kernel",8,0,165,12705,12705,134217728,256,0,0,16,0,32,64,0x0,0x7f5bfc05d6c0,557066.1875000000,522189.3750000000,142606336.0000000000,9437387.0000000000,8388608.0000000000
57,"compute_fd_x_kernel",8,0,168,12705,12705,134217728,256,0,0,16,0,32,64,0x0,0x7f5bfc05d6c0,557066.3750000000,522182.3750000000,142606336.0000000000,9437290.0000000000,8388608.0000000000
58,"compute_fd_x_kernel",8,0,171,12705,12705,134217728,256,0,0,16,0,32,64,0x0,0x7f5bfc05d6c0,557066.1875000000,522193.8750000000,142606336.0000000000,9437375.0000000000,8388608.0000000000
59,"compute_fd_x_kernel",8,0,174,12705,12705,134217728,256,0,0,16,0,32,64,0x0,0x7f5bfc05d6c0,557066.3125000000,522188.1250000000,142606336.0000000000,9437290.0000000000,8388608.0000000000
60,"compute_fd_x_kernel",8,0,177,12705,12705,134217728,256,0,0,16,0,32,64,0x0,0x7f5bfc05d6c0,557066.3125000000,522188.5000000000,142606336.0000000000,9437378.0000000000,8388608.0000000000
61,"compute_fd_x_kernel",8,0,180,12705,12705,134217728,256,0,0,16,0,32,64,0x0,0x7f5bfc05d6c0,557066.5625000000,522187.1250000000,142606336.0000000000,9437291.0000000000,8388608.0000000000
62,"compute_fd_x_kernel",8,0,183,12705,12705,134217728,256,0,0,16,0,32,64,0x0,0x7f5bfc05d6c0,557066.3125000000,522182.6250000000,142606336.0000000000,9437378.0000000000,8388608.0000000000
