workload_name,command,ip_blocks,timestamp,version,hostname,cpu_model,sbios,linux_distro,linux_kernel_version,amd_gpu_kernel_version,cpu_memory,gpu_memory,rocm_version,vbios,compute_partition,memory_partition,gpu_model,gpu_arch,gpu_l1,gpu_l2,cu_per_gpu,simd_per_cu,se_per_gpu,wave_size,workgroup_max_size,max_waves_per_cu,max_sclk,max_mclk,cur_sclk,cur_mclk,total_l2_chan,lds_banks_per_cu,sqc_per_gpu,pipes_per_gpu,hbm_bw,num_xcd
problem,./problem,SQ|LDS|SQC|TA|TD|TCP|TCC|SPI|CPC|CPF,Mon 30 Sep 2024 10:44:38 PM  (UTC),2,1dfeb1ac07e2,AMD Instinct MI300A Accelerator,"American Megatrends International, LLC.RMP1001AS",Ubuntu 22.04.5 LTS,6.5.0-26-generic,,526630636,,6.2.1-112,N/A,SPX,NPS1,MI300A_A1,gfx942,32,4096,228,4,24,64,1024,32,2100,1300,2100,1300,96,32,120,4,5324.8,6
