"Index","KernelName","gpu-id","queue-id","queue-index","pid","tid","grd","wgr","lds","scr","arch_vgpr","accum_vgpr","sgpr","wave_size","sig","obj","DispatchNs","BeginNs","EndNs","CompleteNs","DurationNs"
45,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",8,0,129,2046349,2046349,134217728,256,0,0,24,0,32,64,"0x0","0x7f28c7c855c0",1915914213897392,1915914213906721,1915914216516650,1915914216535713,2609929
46,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",8,0,132,2046349,2046349,134217728,256,0,0,24,0,32,64,"0x0","0x7f28c7c855c0",1915914216541443,1915914216551210,1915914219149619,1915914219166093,2598409
47,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",8,0,135,2046349,2046349,134217728,256,0,0,24,0,32,64,"0x0","0x7f28c7c855c0",1915914219172343,1915914219181299,1915914221788988,1915914221803474,2607689
48,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",8,0,138,2046349,2046349,134217728,256,0,0,24,0,32,64,"0x0","0x7f28c7c855c0",1915914221819034,1915914221828508,1915914224431876,1915914224448044,2603368
49,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",8,0,141,2046349,2046349,134217728,256,0,0,24,0,32,64,"0x0","0x7f28c7c855c0",1915914224453754,1915914224462484,1915914227072734,1915914227087134,2610250
50,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",8,0,144,2046349,2046349,134217728,256,0,0,24,0,32,64,"0x0","0x7f28c7c855c0",1915914227105494,1915914227114334,1915914229717864,1915914229733645,2603530
51,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",8,0,147,2046349,2046349,134217728,256,0,0,24,0,32,64,"0x0","0x7f28c7c855c0",1915914229739135,1915914229747144,1915914232351634,1915914232365075,2604490
52,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",8,0,150,2046349,2046349,134217728,256,0,0,24,0,32,64,"0x0","0x7f28c7c855c0",1915914232380565,1915914232390194,1915914235007164,1915914235023356,2616970
53,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",8,0,153,2046349,2046349,134217728,256,0,0,24,0,32,64,"0x0","0x7f28c7c855c0",1915914235028896,1915914235037884,1915914237642534,1915914237656496,2604650
54,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",8,0,156,2046349,2046349,134217728,256,0,0,24,0,32,64,"0x0","0x7f28c7c855c0",1915914237671736,1915914237680934,1915914240286224,1915914240302916,2605290
55,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",8,0,159,2046349,2046349,134217728,256,0,0,24,0,32,64,"0x0","0x7f28c7c855c0",1915914240309536,1915914240318544,1915914242927994,1915914242942847,2609450
56,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",8,0,162,2046349,2046349,134217728,256,0,0,24,0,32,64,"0x0","0x7f28c7c855c0",1915914242958697,1915914242967674,1915914245565764,1915914245581677,2598090
57,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",8,0,165,2046349,2046349,134217728,256,0,0,24,0,32,64,"0x0","0x7f28c7c855c0",1915914245588847,1915914245597765,1915914248198735,1915914248212998,2600970
58,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",8,0,168,2046349,2046349,134217728,256,0,0,24,0,32,64,"0x0","0x7f28c7c855c0",1915914248228858,1915914248238575,1915914250839865,1915914250856148,2601290
59,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",8,0,171,2046349,2046349,134217728,256,0,0,24,0,32,64,"0x0","0x7f28c7c855c0",1915914250861188,1915914250870105,1915914253473635,1915914253488059,2603530
60,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",8,0,174,2046349,2046349,134217728,256,0,0,24,0,32,64,"0x0","0x7f28c7c855c0",1915914253507369,1915914253516675,1915914256122605,1915914256141729,2605930
61,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",8,0,177,2046349,2046349,134217728,256,0,0,24,0,32,64,"0x0","0x7f28c7c855c0",1915914256147529,1915914256157805,1915914258764855,1915914258778519,2607050
62,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",8,0,180,2046349,2046349,134217728,256,0,0,24,0,32,64,"0x0","0x7f28c7c855c0",1915914258794259,1915914258803895,1915914261401985,1915914261417390,2598090
63,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",8,0,183,2046349,2046349,134217728,256,0,0,24,0,32,64,"0x0","0x7f28c7c855c0",1915914261423130,1915914261433665,1915914264041835,1915914264054930,2608170
64,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",8,0,186,2046349,2046349,134217728,256,0,0,24,0,32,64,"0x0","0x7f28c7c855c0",1915914264070030,1915914264079436,1915914266692726,1915914266707971,2613290
65,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",8,0,189,2046349,2046349,134217728,256,0,0,24,0,32,64,"0x0","0x7f28c7c855c0",1915914266715551,1915914266724246,1915914269331776,1915914269344851,2607530
66,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",8,0,192,2046349,2046349,134217728,256,0,0,24,0,32,64,"0x0","0x7f28c7c855c0",1915914269360561,1915914269369216,1915914271977066,1915914271990581,2607850
67,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",8,0,195,2046349,2046349,134217728,256,0,0,24,0,32,64,"0x0","0x7f28c7c855c0",1915914272008671,1915914272018026,1915914274617716,1915914274633562,2599690
68,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",8,0,198,2046349,2046349,134217728,256,0,0,24,0,32,64,"0x0","0x7f28c7c855c0",1915914274639142,1915914274648756,1915914277252286,1915914277265452,2603530
69,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",8,0,201,2046349,2046349,134217728,256,0,0,24,0,32,64,"0x0","0x7f28c7c855c0",1915914277281202,1915914277290366,1915914279900296,1915914279916002,2609930
70,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",8,0,204,2046349,2046349,134217728,256,0,0,24,0,32,64,"0x0","0x7f28c7c855c0",1915914279921422,1915914279937576,1915914282543346,1915914282556853,2605770
71,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",8,0,207,2046349,2046349,134217728,256,0,0,24,0,32,64,"0x0","0x7f28c7c855c0",1915914282573303,1915914282582547,1915914285181117,1915914285197013,2598570
72,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",8,0,210,2046349,2046349,134217728,256,0,0,24,0,32,64,"0x0","0x7f28c7c855c0",1915914285202833,1915914285210397,1915914287816327,1915914287829644,2605930
73,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",8,0,213,2046349,2046349,134217728,256,0,0,24,0,32,64,"0x0","0x7f28c7c855c0",1915914287844704,1915914287854164,1915914290462174,1915914290477684,2608010
74,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",8,0,216,2046349,2046349,134217728,256,0,0,24,0,32,64,"0x0","0x7f28c7c855c0",1915914290485134,1915914290494334,1915914293096424,1915914293109825,2602090
75,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",8,0,219,2046349,2046349,134217728,256,0,0,24,0,32,64,"0x0","0x7f28c7c855c0",1915914293124855,1915914293134344,1915914295742675,1915914295760355,2608331
76,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",8,0,222,2046349,2046349,134217728,256,0,0,24,0,32,64,"0x0","0x7f28c7c855c0",1915914295766195,1915914295776435,1915914298379645,1915914298393345,2603210
77,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",8,0,225,2046349,2046349,134217728,256,0,0,24,0,32,64,"0x0","0x7f28c7c855c0",1915914298408925,1915914298418365,1915914301019176,1915914301032816,2600811
78,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",8,0,228,2046349,2046349,134217728,256,0,0,24,0,32,64,"0x0","0x7f28c7c855c0",1915914301047836,1915914301057416,1915914303661906,1915914303678496,2604490
79,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",8,0,231,2046349,2046349,134217728,256,0,0,24,0,32,64,"0x0","0x7f28c7c855c0",1915914303686396,1915914303696146,1915914306301117,1915914306314297,2604971
80,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",8,0,234,2046349,2046349,134217728,256,0,0,24,0,32,64,"0x0","0x7f28c7c855c0",1915914306332406,1915914306342077,1915914308946087,1915914308962107,2604010
81,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",8,0,237,2046349,2046349,134217728,256,0,0,24,0,32,64,"0x0","0x7f28c7c855c0",1915914308967337,1915914308975208,1915914311588818,1915914311602058,2613610
82,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",8,0,240,2046349,2046349,134217728,256,0,0,24,0,32,64,"0x0","0x7f28c7c855c0",1915914311618617,1915914311627378,1915914314232669,1915914314246388,2605291
83,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",8,0,243,2046349,2046349,134217728,256,0,0,24,0,32,64,"0x0","0x7f28c7c855c0",1915914314261648,1915914314271229,1915914316885319,1915914316901398,2614090
84,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",8,0,246,2046349,2046349,134217728,256,0,0,24,0,32,64,"0x0","0x7f28c7c855c0",1915914316908228,1915914316916999,1915914319531090,1915914319545039,2614091
85,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",8,0,249,2046349,2046349,134217728,256,0,0,24,0,32,64,"0x0","0x7f28c7c855c0",1915914319561008,1915914319570450,1915914322184380,1915914322201029,2613930
86,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",8,0,252,2046349,2046349,134217728,256,0,0,24,0,32,64,"0x0","0x7f28c7c855c0",1915914322207079,1915914322216221,1915914324828231,1915914324841969,2612010
87,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",8,0,255,2046349,2046349,134217728,256,0,0,24,0,32,64,"0x0","0x7f28c7c855c0",1915914324856979,1915914324866631,1915914327477362,1915914327492569,2610731
88,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",8,0,258,2046349,2046349,134217728,256,0,0,24,0,32,64,"0x0","0x7f28c7c855c0",1915914327498509,1915914327509042,1915914330114972,1915914330128420,2605930
89,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",8,0,261,2046349,2046349,134217728,256,0,0,24,0,32,64,"0x0","0x7f28c7c855c0",1915914330144370,1915914330153692,1915914332759463,1915914332775170,2605771
90,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",8,0,264,2046349,2046349,134217728,256,0,0,24,0,32,64,"0x0","0x7f28c7c855c0",1915914332781370,1915914332790343,1915914335396753,1915914335412891,2606410
91,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",8,0,267,2046349,2046349,134217728,256,0,0,24,0,32,64,"0x0","0x7f28c7c855c0",1915914335428531,1915914335437874,1915914338036444,1915914338052361,2598570
92,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",8,0,270,2046349,2046349,134217728,256,0,0,24,0,32,64,"0x0","0x7f28c7c855c0",1915914338058381,1915914338067324,1915914340674374,1915914340687502,2607050
93,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",8,0,273,2046349,2046349,134217728,256,0,0,24,0,32,64,"0x0","0x7f28c7c855c0",1915914340702962,1915914340712615,1915914343323985,1915914343339252,2611370
94,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",8,0,276,2046349,2046349,134217728,256,0,0,24,0,32,64,"0x0","0x7f28c7c855c0",1915914343345192,1915914343354705,1915914345963356,1915914345976572,2608651
95,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",8,0,279,2046349,2046349,134217728,256,0,0,24,0,32,64,"0x0","0x7f28c7c855c0",1915914345991882,1915914346001276,1915914348601766,1915914348616943,2600490
96,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",8,0,282,2046349,2046349,134217728,256,0,0,24,0,32,64,"0x0","0x7f28c7c855c0",1915914348622443,1915914348632486,1915914351226897,1915914351240063,2594411
97,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",8,0,285,2046349,2046349,134217728,256,0,0,24,0,32,64,"0x0","0x7f28c7c855c0",1915914351255663,1915914351264953,1915914353869284,1915914353885704,2604331
98,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",8,0,288,2046349,2046349,134217728,256,0,0,24,0,32,64,"0x0","0x7f28c7c855c0",1915914353892514,1915914353901444,1915914356510415,1915914356523924,2608971
99,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",8,0,291,2046349,2046349,134217728,256,0,0,24,0,32,64,"0x0","0x7f28c7c855c0",1915914356539824,1915914356549455,1915914359158106,1915914359174014,2608651
100,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",8,0,294,2046349,2046349,134217728,256,0,0,24,0,32,64,"0x0","0x7f28c7c855c0",1915914359179344,1915914359197466,1915914361794757,1915914361808205,2597291
101,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",8,0,297,2046349,2046349,134217728,256,0,0,24,0,32,64,"0x0","0x7f28c7c855c0",1915914361825135,1915914361834437,1915914364437488,1915914364453245,2603051
102,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",8,0,300,2046349,2046349,134217728,256,0,0,24,0,32,64,"0x0","0x7f28c7c855c0",1915914364458745,1915914364468209,1915914367075100,1915914367088136,2606891
103,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",8,0,303,2046349,2046349,134217728,256,0,0,24,0,32,64,"0x0","0x7f28c7c855c0",1915914367103916,1915914367113340,1915914369718791,1915914369733936,2605451
104,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",8,0,306,2046349,2046349,134217728,256,0,0,24,0,32,64,"0x0","0x7f28c7c855c0",1915914369739856,1915914369749191,1915914372357522,1915914372370756,2608331
105,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",8,0,309,2046349,2046349,134217728,256,0,0,24,0,32,64,"0x0","0x7f28c7c855c0",1915914372386467,1915914372396082,1915914374997693,1915914375013137,2601611
106,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",8,0,312,2046349,2046349,134217728,256,0,0,24,0,32,64,"0x0","0x7f28c7c855c0",1915914375020317,1915914375028414,1915914377628105,1915914377641497,2599691
107,"void laplacian_kernel<double>(double*, double const*, int, int, int, double, double, double, double) [clone .kd]",8,0,315,2046349,2046349,134217728,256,0,0,24,0,32,64,"0x0","0x7f28c7c855c0",1915914377657317,1915914377666825,1915914380269556,1915914380285108,2602731
