Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,FETCH_SIZE,WRITE_SIZE,TCP_TOTAL_CACHE_ACCESSES_sum,TCP_TCC_READ_REQ_sum,TCP_TCC_WRITE_REQ_sum
0,"test_function_kernel",8,0,0,1581991,1581991,134217728,256,0,0,16,0,32,64,0x0,0x7f82ac97d580,4.9375000000,1044480.0000000000,33554432.0000000000,0.0000000000,16777216.0000000000
1,"laplacian_kernel",8,0,1,1581991,1581991,16777216,256,0,0,92,4,64,64,0x0,0x7f82ac97d5c0,1054254.6875000000,1041914.6250000000,208047360.0000000000,54923147.0000000000,16646400.0000000000
2,"__amd_rocclr_fillBufferAligned.kd",8,0,2,1581991,1581991,256,256,0,0,8,0,32,64,0x0,0x7f82ac94d900,1.0625000000,0.5000000000,2.0000000000,1.0000000000,1.0000000000
3,"check_kernel",8,0,3,1581991,1581991,134217728,256,0,0,12,4,32,64,0x0,0x7f82ac97d600,1040408.9375000000,0.0000000000,33292800.0000000000,16646400.0000000000,0.0000000000
4,"laplacian_kernel",8,0,6,1581991,1581991,16777216,256,0,0,92,4,64,64,0x0,0x7f82ac97d5c0,1054246.2500000000,1040400.0000000000,208047360.0000000000,54880872.0000000000,16646400.0000000000
5,"laplacian_kernel",8,0,9,1581991,1581991,16777216,256,0,0,92,4,64,64,0x0,0x7f82ac97d5c0,1054376.8125000000,1037852.0000000000,208047360.0000000000,54886492.0000000000,16646400.0000000000
6,"laplacian_kernel",8,0,12,1581991,1581991,16777216,256,0,0,92,4,64,64,0x0,0x7f82ac97d5c0,1054241.0625000000,1037808.8750000000,208047360.0000000000,54914013.0000000000,16646400.0000000000
7,"laplacian_kernel",8,0,15,1581991,1581991,16777216,256,0,0,92,4,64,64,0x0,0x7f82ac97d5c0,1054395.7500000000,1037841.5000000000,208047360.0000000000,54894954.0000000000,16646400.0000000000
8,"laplacian_kernel",8,0,18,1581991,1581991,16777216,256,0,0,92,4,64,64,0x0,0x7f82ac97d5c0,1054496.8750000000,1037827.5000000000,208047360.0000000000,54897144.0000000000,16646400.0000000000
9,"laplacian_kernel",8,0,21,1581991,1581991,16777216,256,0,0,92,4,64,64,0x0,0x7f82ac97d5c0,1054132.5625000000,1037841.8750000000,208047360.0000000000,54933470.0000000000,16646400.0000000000
10,"laplacian_kernel",8,0,24,1581991,1581991,16777216,256,0,0,92,4,64,64,0x0,0x7f82ac97d5c0,1054234.8125000000,1037860.5000000000,208047360.0000000000,54917839.0000000000,16646400.0000000000
11,"laplacian_kernel",8,0,27,1581991,1581991,16777216,256,0,0,92,4,64,64,0x0,0x7f82ac97d5c0,1054218.5625000000,1037844.0000000000,208047360.0000000000,54896184.0000000000,16646400.0000000000
12,"laplacian_kernel",8,0,30,1581991,1581991,16777216,256,0,0,92,4,64,64,0x0,0x7f82ac97d5c0,1054196.1875000000,1037855.6250000000,208047360.0000000000,54917214.0000000000,16646400.0000000000
13,"laplacian_kernel",8,0,33,1581991,1581991,16777216,256,0,0,92,4,64,64,0x0,0x7f82ac97d5c0,1054208.0625000000,1037811.5000000000,208047360.0000000000,54902181.0000000000,16646400.0000000000
14,"laplacian_kernel",8,0,36,1581991,1581991,16777216,256,0,0,92,4,64,64,0x0,0x7f82ac97d5c0,1054176.0000000000,1037831.6250000000,208047360.0000000000,54895852.0000000000,16646400.0000000000
15,"laplacian_kernel",8,0,39,1581991,1581991,16777216,256,0,0,92,4,64,64,0x0,0x7f82ac97d5c0,1054166.0625000000,1037865.3750000000,208047360.0000000000,54909102.0000000000,16646400.0000000000
16,"laplacian_kernel",8,0,42,1581991,1581991,16777216,256,0,0,92,4,64,64,0x0,0x7f82ac97d5c0,1054240.8750000000,1037831.3750000000,208047360.0000000000,54883850.0000000000,16646400.0000000000
17,"laplacian_kernel",8,0,45,1581991,1581991,16777216,256,0,0,92,4,64,64,0x0,0x7f82ac97d5c0,1054119.8750000000,1037822.6250000000,208047360.0000000000,54920332.0000000000,16646400.0000000000
18,"laplacian_kernel",8,0,48,1581991,1581991,16777216,256,0,0,92,4,64,64,0x0,0x7f82ac97d5c0,1054040.0625000000,1037825.0000000000,208047360.0000000000,54909426.0000000000,16646400.0000000000
19,"laplacian_kernel",8,0,51,1581991,1581991,16777216,256,0,0,92,4,64,64,0x0,0x7f82ac97d5c0,1054306.0000000000,1037860.3750000000,208047360.0000000000,54900668.0000000000,16646400.0000000000
20,"laplacian_kernel",8,0,54,1581991,1581991,16777216,256,0,0,92,4,64,64,0x0,0x7f82ac97d5c0,1054260.7500000000,1037844.3750000000,208047360.0000000000,54897441.0000000000,16646400.0000000000
21,"laplacian_kernel",8,0,57,1581991,1581991,16777216,256,0,0,92,4,64,64,0x0,0x7f82ac97d5c0,1054395.7500000000,1037819.2500000000,208047360.0000000000,54887321.0000000000,16646400.0000000000
22,"laplacian_kernel",8,0,60,1581991,1581991,16777216,256,0,0,92,4,64,64,0x0,0x7f82ac97d5c0,1054167.0625000000,1037853.7500000000,208047360.0000000000,54884621.0000000000,16646400.0000000000
23,"laplacian_kernel",8,0,63,1581991,1581991,16777216,256,0,0,92,4,64,64,0x0,0x7f82ac97d5c0,1054270.6875000000,1037858.6250000000,208047360.0000000000,54911333.0000000000,16646400.0000000000
24,"laplacian_kernel",8,0,66,1581991,1581991,16777216,256,0,0,92,4,64,64,0x0,0x7f82ac97d5c0,1054117.6875000000,1037816.0000000000,208047360.0000000000,54880781.0000000000,16646400.0000000000
25,"laplacian_kernel",8,0,69,1581991,1581991,16777216,256,0,0,92,4,64,64,0x0,0x7f82ac97d5c0,1054380.6875000000,1037815.7500000000,208047360.0000000000,54916225.0000000000,16646400.0000000000
26,"laplacian_kernel",8,0,72,1581991,1581991,16777216,256,0,0,92,4,64,64,0x0,0x7f82ac97d5c0,1054135.5625000000,1037826.3750000000,208047360.0000000000,54920754.0000000000,16646400.0000000000
27,"laplacian_kernel",8,0,75,1581991,1581991,16777216,256,0,0,92,4,64,64,0x0,0x7f82ac97d5c0,1054248.5000000000,1037891.8750000000,208047360.0000000000,54922238.0000000000,16646400.0000000000
28,"laplacian_kernel",8,0,78,1581991,1581991,16777216,256,0,0,92,4,64,64,0x0,0x7f82ac97d5c0,1054269.2500000000,1037842.1250000000,208047360.0000000000,54913722.0000000000,16646400.0000000000
29,"laplacian_kernel",8,0,81,1581991,1581991,16777216,256,0,0,92,4,64,64,0x0,0x7f82ac97d5c0,1054163.1875000000,1037842.3750000000,208047360.0000000000,54922290.0000000000,16646400.0000000000
30,"laplacian_kernel",8,0,84,1581991,1581991,16777216,256,0,0,92,4,64,64,0x0,0x7f82ac97d5c0,1054216.8750000000,1037810.0000000000,208047360.0000000000,54899712.0000000000,16646400.0000000000
31,"laplacian_kernel",8,0,87,1581991,1581991,16777216,256,0,0,92,4,64,64,0x0,0x7f82ac97d5c0,1054095.5000000000,1037849.8750000000,208047360.0000000000,54925820.0000000000,16646400.0000000000
32,"laplacian_kernel",8,0,90,1581991,1581991,16777216,256,0,0,92,4,64,64,0x0,0x7f82ac97d5c0,1054129.8750000000,1037831.0000000000,208047360.0000000000,54903525.0000000000,16646400.0000000000
33,"laplacian_kernel",8,0,93,1581991,1581991,16777216,256,0,0,92,4,64,64,0x0,0x7f82ac97d5c0,1054128.8750000000,1037827.0000000000,208047360.0000000000,54897665.0000000000,16646400.0000000000
34,"laplacian_kernel",8,0,96,1581991,1581991,16777216,256,0,0,92,4,64,64,0x0,0x7f82ac97d5c0,1054248.7500000000,1037858.6250000000,208047360.0000000000,54886715.0000000000,16646400.0000000000
35,"laplacian_kernel",8,0,99,1581991,1581991,16777216,256,0,0,92,4,64,64,0x0,0x7f82ac97d5c0,1054216.0625000000,1037818.1250000000,208047360.0000000000,54913420.0000000000,16646400.0000000000
36,"laplacian_kernel",8,0,102,1581991,1581991,16777216,256,0,0,92,4,64,64,0x0,0x7f82ac97d5c0,1054191.0000000000,1037829.2500000000,208047360.0000000000,54921866.0000000000,16646400.0000000000
37,"laplacian_kernel",8,0,105,1581991,1581991,16777216,256,0,0,92,4,64,64,0x0,0x7f82ac97d5c0,1054173.0000000000,1037854.8750000000,208047360.0000000000,54908605.0000000000,16646400.0000000000
38,"laplacian_kernel",8,0,108,1581991,1581991,16777216,256,0,0,92,4,64,64,0x0,0x7f82ac97d5c0,1054142.1250000000,1037853.1250000000,208047360.0000000000,54914097.0000000000,16646400.0000000000
39,"laplacian_kernel",8,0,111,1581991,1581991,16777216,256,0,0,92,4,64,64,0x0,0x7f82ac97d5c0,1054306.6875000000,1037829.7500000000,208047360.0000000000,54889109.0000000000,16646400.0000000000
40,"laplacian_kernel",8,0,114,1581991,1581991,16777216,256,0,0,92,4,64,64,0x0,0x7f82ac97d5c0,1054264.3750000000,1037834.7500000000,208047360.0000000000,54902925.0000000000,16646400.0000000000
41,"laplacian_kernel",8,0,117,1581991,1581991,16777216,256,0,0,92,4,64,64,0x0,0x7f82ac97d5c0,1054264.4375000000,1037827.8750000000,208047360.0000000000,54905181.0000000000,16646400.0000000000
42,"laplacian_kernel",8,0,120,1581991,1581991,16777216,256,0,0,92,4,64,64,0x0,0x7f82ac97d5c0,1054231.4375000000,1037819.5000000000,208047360.0000000000,54906391.0000000000,16646400.0000000000
43,"laplacian_kernel",8,0,123,1581991,1581991,16777216,256,0,0,92,4,64,64,0x0,0x7f82ac97d5c0,1054202.6250000000,1037843.5000000000,208047360.0000000000,54934520.0000000000,16646400.0000000000
