"Index","KernelName","gpu-id","queue-id","queue-index","pid","tid","grd","wgr","lds","scr","arch_vgpr","accum_vgpr","sgpr","wave_size","sig","obj","DispatchNs","BeginNs","EndNs","CompleteNs","DurationNs"
0,"initialize_polynomial_kernel",8,0,0,3598491,3598491,207667200,256,0,0,40,0,48,64,"0x0","0x7f70f4545900",1221017913094056,1221017913124789,1221017924621189,1221017924658029,11496400
1,"__amd_rocclr_fillBufferAligned.kd",8,0,1,3598491,3598491,26624,256,0,0,12,4,32,64,"0x0","0x7f70f4515a80",1221017913144046,1221017924621189,1221017925202952,1221017925223150,581763
2,"__amd_rocclr_fillBufferAligned.kd",8,0,3,3598491,3598491,26624,256,0,0,12,4,32,64,"0x0","0x7f70f4515a80",1221017925221460,1221017925251753,1221017925809037,1221017925826931,557284
3,"__amd_rocclr_fillBufferAligned.kd",8,0,5,3598491,3598491,26624,256,0,0,12,4,32,64,"0x0","0x7f70f4515a80",1221017926467943,1221017926486801,1221017927089045,1221017927104104,602244
4,"compute_fd_x_kernel",8,0,8,3598491,3598491,134217728,256,0,0,8,0,32,64,"0x0","0x7f70f4545940",1221017927118314,1221017927127606,1221017928163293,1221017928177326,1035687
5,"compute_fd_x_kernel",8,0,11,3598491,3598491,134217728,256,0,0,8,0,32,64,"0x0","0x7f70f4545940",1221017928195616,1221017928204253,1221017929238660,1221017929252138,1034407
6,"compute_fd_x_kernel",8,0,14,3598491,3598491,134217728,256,0,0,8,0,32,64,"0x0","0x7f70f4545940",1221017929265708,1221017929275941,1221017930307948,1221017930325210,1032007
7,"compute_fd_x_kernel",8,0,17,3598491,3598491,134217728,256,0,0,8,0,32,64,"0x0","0x7f70f4545940",1221017930331960,1221017930340748,1221017931373235,1221017931387602,1032487
8,"compute_fd_x_kernel",8,0,20,3598491,3598491,134217728,256,0,0,8,0,32,64,"0x0","0x7f70f4545940",1221017931400593,1221017931410515,1221017932451003,1221017932470745,1040488
9,"compute_fd_x_kernel",8,0,23,3598491,3598491,134217728,256,0,0,8,0,32,64,"0x0","0x7f70f4545940",1221017932477335,1221017932486523,1221017933518050,1221017933532907,1031527
10,"compute_fd_x_kernel",8,0,26,3598491,3598491,134217728,256,0,0,8,0,32,64,"0x0","0x7f70f4545940",1221017933545527,1221017933555970,1221017934592298,1221017934608739,1036328
11,"compute_fd_x_kernel",8,0,29,3598491,3598491,134217728,256,0,0,8,0,32,64,"0x0","0x7f70f4545940",1221017934614589,1221017934623018,1221017935656305,1221017935670051,1033287
12,"compute_fd_x_kernel",8,0,32,3598491,3598491,134217728,256,0,0,8,0,32,64,"0x0","0x7f70f4545940",1221017935682461,1221017935692785,1221017936723832,1221017936739573,1031047
13,"compute_fd_x_kernel",8,0,35,3598491,3598491,134217728,256,0,0,8,0,32,64,"0x0","0x7f70f4545940",1221017936744943,1221017936762713,1221017937798880,1221017937814085,1036167
14,"compute_fd_x_kernel",8,0,38,3598491,3598491,134217728,256,0,0,8,0,32,64,"0x0","0x7f70f4545940",1221017937828635,1221017937838880,1221017938873767,1221017938888908,1034887
15,"compute_fd_x_kernel",8,0,41,3598491,3598491,134217728,256,0,0,8,0,32,64,"0x0","0x7f70f4545940",1221017938894808,1221017938904328,1221017939941935,1221017939955210,1037607
16,"compute_fd_x_kernel",8,0,44,3598491,3598491,134217728,256,0,0,8,0,32,64,"0x0","0x7f70f4545940",1221017939970499,1221017939980495,1221017941016982,1221017941032292,1036487
17,"compute_fd_x_kernel",8,0,47,3598491,3598491,134217728,256,0,0,8,0,32,64,"0x0","0x7f70f4545940",1221017941040622,1221017941049143,1221017942086110,1221017942100084,1036967
18,"compute_fd_x_kernel",8,0,50,3598491,3598491,134217728,256,0,0,8,0,32,64,"0x0","0x7f70f4545940",1221017942113504,1221017942123710,1221017943158757,1221017943174446,1035047
19,"compute_fd_x_kernel",8,0,53,3598491,3598491,134217728,256,0,0,8,0,32,64,"0x0","0x7f70f4545940",1221017943180456,1221017943189957,1221017944223085,1221017944235958,1033128
20,"compute_fd_x_kernel",8,0,56,3598491,3598491,134217728,256,0,0,8,0,32,64,"0x0","0x7f70f4545940",1221017944249438,1221017944259085,1221017945290612,1221017945305480,1031527
21,"compute_fd_x_kernel",8,0,59,3598491,3598491,134217728,256,0,0,8,0,32,64,"0x0","0x7f70f4545940",1221017945311310,1221017945320372,1221017946357019,1221017946371622,1036647
22,"compute_fd_x_kernel",8,0,62,3598491,3598491,134217728,256,0,0,8,0,32,64,"0x0","0x7f70f4545940",1221017946385412,1221017946394620,1221017947429667,1221017947444854,1035047
23,"compute_fd_x_kernel",8,0,65,3598491,3598491,134217728,256,0,0,8,0,32,64,"0x0","0x7f70f4545940",1221017947451094,1221017947460387,1221017948492874,1221017948507307,1032487
24,"compute_fd_x_kernel",8,0,68,3598491,3598491,134217728,256,0,0,8,0,32,64,"0x0","0x7f70f4545940",1221017948520996,1221017948531115,1221017949570802,1221017949586229,1039687
25,"compute_fd_x_kernel",8,0,71,3598491,3598491,134217728,256,0,0,8,0,32,64,"0x0","0x7f70f4545940",1221017949595069,1221017949603442,1221017950634809,1221017950648331,1031367
26,"compute_fd_x_kernel",8,0,74,3598491,3598491,134217728,256,0,0,8,0,32,64,"0x0","0x7f70f4545940",1221017950664541,1221017950674009,1221017951711937,1221017951727123,1037928
27,"compute_fd_x_kernel",8,0,77,3598491,3598491,134217728,256,0,0,8,0,32,64,"0x0","0x7f70f4545940",1221017951733663,1221017951743137,1221017952778504,1221017952791955,1035367
28,"compute_fd_x_kernel",8,0,80,3598491,3598491,134217728,256,0,0,8,0,32,64,"0x0","0x7f70f4545940",1221017952806075,1221017952815464,1221017953851792,1221017953867577,1036328
29,"compute_fd_x_kernel",8,0,83,3598491,3598491,134217728,256,0,0,8,0,32,64,"0x0","0x7f70f4545940",1221017953875057,1221017953890992,1221017954923479,1221017954936789,1032487
30,"compute_fd_x_kernel",8,0,86,3598491,3598491,134217728,256,0,0,8,0,32,64,"0x0","0x7f70f4545940",1221017954951380,1221017954960279,1221017955992606,1221017956008731,1032327
31,"compute_fd_x_kernel",8,0,89,3598491,3598491,134217728,256,0,0,8,0,32,64,"0x0","0x7f70f4545940",1221017956022272,1221017956031647,1221017957064454,1221017957078234,1032807
32,"compute_fd_x_kernel",8,0,92,3598491,3598491,134217728,256,0,0,8,0,32,64,"0x0","0x7f70f4545940",1221017957084574,1221017957093894,1221017958130381,1221017958143866,1036487
33,"compute_fd_x_kernel",8,0,95,3598491,3598491,134217728,256,0,0,8,0,32,64,"0x0","0x7f70f4545940",1221017958158036,1221017958166862,1221017959197429,1221017959212228,1030567
34,"compute_fd_x_kernel",8,0,98,3598491,3598491,134217728,256,0,0,8,0,32,64,"0x0","0x7f70f4545940",1221017959218128,1221017959227509,1221017960261116,1221017960274570,1033607
35,"compute_fd_x_kernel",8,0,101,3598491,3598491,134217728,256,0,0,8,0,32,64,"0x0","0x7f70f4545940",1221017960287380,1221017960296956,1221017961331684,1221017961346632,1034728
36,"compute_fd_x_kernel",8,0,104,3598491,3598491,134217728,256,0,0,8,0,32,64,"0x0","0x7f70f4545940",1221017961352692,1221017961361924,1221017962398091,1221017962411604,1036167
37,"compute_fd_x_kernel",8,0,107,3598491,3598491,134217728,256,0,0,8,0,32,64,"0x0","0x7f70f4545940",1221017962424794,1221017962434251,1221017963467858,1221017963483466,1033607
38,"compute_fd_x_kernel",8,0,110,3598491,3598491,134217728,256,0,0,8,0,32,64,"0x0","0x7f70f4545940",1221017963489546,1221017963498739,1221017964534746,1221017964548939,1036007
